,Wallet,sc,sdc,tc,tdc,mc,bmdc,tmdc,Wallet Centrality
44,0xf3a98c9f3de9ef053d1315f7855a6a31d350f2a3,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
45,0x8339dc9ab5a1e92f13cb9cb3c384cdc77e6d77f0,0.00364372469635626,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.2258659469185785
46,0xb1ac9db0d6a1ec291f427ad03fc3b632e1e93a56,0.00364372469635626,0.4,0.0,0.0,0.0,0.0,0.0,0.4036437246963563
47,0xb28de84bd7cf6541060b90787d5e81c7039600d2,0.010931174089068778,0.1728395061728395,0.0,0.0,0.0,0.0,0.0,0.18377068026190826
48,0x0740a494f281aa5bf43b5cda6d99f913e0e8b550,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
49,0x6c54f4b6cf0dccae5c1528135e6663e51c6fca32,0.00485829959514168,0.25,0.0,0.0,0.0,0.0,0.0,0.25485829959514167
50,0x34327028c727613872cd80122b9a489a4b9c0bfa,0.0412955465587044,0.2249134948096886,0.0,0.0,0.0,0.0,0.0,0.266209041368393
51,0x13e659f6708a3232d117ee98ebe28eb9eca2cf8e,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
52,0xd978d8bdd72e42eff7352630e7d8d0fe885f4ff5,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
53,0x6480999cc2417c50fa8d97e3e36ee97d78fffb46,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
54,0xd376f87249f959555efd518129e29d4d792d4847,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
55,0x1c94f4d7cf577ae410d8a80300af0377fbe6b222,0.0145748987854251,0.17222222222222222,0.0,0.0,0.0,0.0,0.0,0.1867971210076473
56,0x6276d09c7f19c12341f0a71a011768884b3c2ef1,0.00971659919028336,0.2,0.0,0.0,0.0,0.0,0.0,0.20971659919028338
57,0x65fc6aa36277f352b6409f1778ec24b555d101f4,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
58,0xc17167f72550cc6c91da242d84c43a1a5296c131,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
59,0xf7c4026950d6e4909992c941463dce40bcb97e52,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
60,0x65bab4f268286b9005d6053a177948dddc29bad3,0.0206477732793522,0.128719723183391,0.0,0.0,0.0,0.0,0.0,0.1493674964627432
61,0xfcad6dcfd87f5746a167154de8be2d378f22384c,0.00364372469635626,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.1369770580296896
62,0xfa5e7e94a41cb59b5dbc17f0dd2d14f4d9fbd3cc,0.0060728744939270995,0.17600000000000002,0.0,0.0,0.0,0.0,0.0,0.18207287449392712
63,0x1b910e1cbaefe3e05e4f63b94f6c72ac10d4431a,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
64,0xcfa491030fdd32f4becbb09113f792bd18d64d6a,0.0060728744939270995,0.272,0.0,0.0,0.0,0.0,0.0,0.27807287449392715
65,0x7fa13526c6b6513d2599c4b6083ba4efe97950b8,0.04008097165991898,0.20459136822773188,0.0,0.0,0.0,0.0,0.0,0.24467233988765086
66,0xa20940e14336773f6cf4e1d23425efad47db1fe7,0.00485829959514168,0.1,0.0,0.0,0.0,0.0,0.0,0.10485829959514169
67,0xf9344f1c7ec1a85bbe4129515e341dcd0b7d13b5,0.0060728744939270995,0.20800000000000002,0.0,0.0,0.0,0.0,0.0,0.21407287449392712
68,0x2511317fda867d50afc595e87422f64815095e5a,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
69,0x76ab829c6e7a86127788837838df55503540cff3,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
70,0x0de4fbff129c371465f503257a4825d1c7243c7b,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
71,0x69880c5e064efb8e6edd290992623cccc287676f,0.0060728744939270995,0.20800000000000002,0.0,0.0,0.0,0.0,0.0,0.21407287449392712
72,0x0464d1871930ba0aa1b398fb28ab348f6b7caffe,0.05344129554655866,0.14669421487603304,0.0,0.0,0.0,0.0,0.0,0.2001355104225917
73,0xfd2c39c1cb25af628e98fea3e14dbaa45d0fb4be,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
74,0x557f9a1bbbedd2f442fb61821e11a122e5f87544,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
75,0x1e9eb120b2cf40b54cac979247a28908ab92140c,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
76,0x39d08790bf851626e3e30b973b4c78b2f24deb2b,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
77,0x7a505df95aac78f142ca98cecd771d3c398b4b71,0.06680161943319833,0.21011570247933886,0.0,0.0,0.0,0.0,0.0,0.2769173219125372
78,0xf89149b159b39e0f831e56b967b523603fba9c03,0.00850202429149794,0.23673469387755103,0.0,0.0,0.0,0.0,0.0,0.24523671816904896
79,0xa03dede2eecc86e590d343e42137940ab647d14b,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
80,0x9fb1dff1e9d8532a01f71bb03de68af64a12075a,0.00485829959514168,0.4,0.0,0.0,0.0,0.0,0.0,0.4048582995951417
81,0xbd9e8e2bad7c6bb4dd6d8910c317d04eb5c6c618,0.03279352226720646,0.10480109739368998,0.0,0.0,0.0,0.0,0.0,0.13759461966089642
82,0xe820f952dd0ba3f2e3fd46b407d9c71d8fdcf705,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
83,0xc70882fd04799dfa6b72c7bda3068bfd9e11be66,0.1080971659919028,0.142355763161217,0.0,0.0,0.0,0.0,0.0,0.2504529291531198
84,0x50e01433711f0cde93d09856405f64a579fa5244,0.01578947368421052,0.13964497041420118,0.0,0.0,0.0,0.0,0.0,0.1554344440984117
85,0x5344d4eeaa93e1f4ec45c7c59edb02bbd05b8f51,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
86,0x87af869d4d318be5d5269b9aeb37d822e4acd79f,0.0060728744939270995,0.20800000000000002,0.0,0.0,0.0,0.0,0.0,0.21407287449392712
87,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,0.1906882591093117,0.16242443912531948,0.0,0.0,0.0,0.0,0.0,0.3531126982346312
88,0xa1d45671eba0ea903e71935f754dceabfde08808,0.00485829959514168,0.25,0.0,0.0,0.0,0.0,0.0,0.25485829959514167
89,0xd401ddfd3ddd50b0123efb49548ebf907cf30336,0.0060728744939270995,0.272,0.0,0.0,0.0,0.0,0.0,0.27807287449392715
90,0xfba6c9433ee7fe9590ed3a7962816c094c69064e,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
91,0xd5a49097c6e0c75f0cc1d0a8194dc8338f5d75e5,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
92,0x8ef2686170eebb7ffc49aaf71c61d6160fc040b4,0.00850202429149794,0.1714285714285714,0.0,0.0,0.0,0.0,0.0,0.17993059572006934
93,0xf6c119335982096c782b7a7a115f1bdfbf714d8d,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
94,0xc239f3e71cf640838fdda8667455b65206240c46,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
95,0xf0eb3c7e73d48c52baf000fdf719fc87eae8f533,0.0060728744939270995,0.272,0.0,0.0,0.0,0.0,0.0,0.27807287449392715
96,0x96528c0f8562034cd944534b3d6c27901e2e067c,0.00485829959514168,0.4,0.0,0.0,0.0,0.0,0.0,0.4048582995951417
97,0x5190888ba3e49dc77548b711be24c4412313c015,0.00364372469635626,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.2258659469185785
98,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,0.3862348178137652,0.09924449191092125,0.0,0.0,0.0,0.0,0.0,0.48547930972468645
99,0x9e2704299f3d88cb2f582298f14ebe623c3b3c6f,0.00364372469635626,0.4,0.0,0.0,0.0,0.0,0.0,0.4036437246963563
100,0x173b6bc070efda94f5ee14dcb0fe05689c871f9f,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
101,0x88ec8e63db2f705e518e628bcb6cbbb0a4f170b8,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
102,0x20cc42b39419525adaf66a6b79cca95894f1dbf7,0.00971659919028336,0.1625,0.0,0.0,0.0,0.0,0.0,0.17221659919028337
103,0x8039f3aa709fec29fdc5f075449b23ab609a6998,0.19676113360323882,0.15512879134278312,0.0,0.0,0.0,0.0,0.0,0.35188992494602195
104,0x90d600c1f743676c5eb677f064a44b15591770a5,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
105,0xb2e4fc6517b8bcedf11dbf2b1bc156bdd519822b,0.0206477732793522,0.24775086505190314,0.0,0.0,0.0,0.0,0.0,0.2683986383312553
106,0x1ae97767c3785ae9822dcb168044063a5f9aa7ec,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
107,0x7309b6a480e8c33fb75b5c770a0c9516e9507776,0.010931174089068778,0.2617283950617284,0.0,0.0,0.0,0.0,0.0,0.2726595691507972
108,0x60e81aac6ce31d84121732362c9855ae1a9f09f3,0.02307692307692304,0.17839335180055402,0.0,0.0,0.0,0.0,0.0,0.20147027487747707
109,0xff9270aa73b1b19e69f075e4fb254d1becfb8d42,0.0206477732793522,0.20346020761245676,0.0,0.0,0.0,0.0,0.0,0.22410798089180894
110,0x04a8b6e84495c8debb751b6b63ae231a89ae3d22,0.00485829959514168,0.1,0.0,0.0,0.0,0.0,0.0,0.10485829959514169
111,0x5f925ccdcd1b04cb7cc8276ffe0bc58caca6f8b0,0.00485829959514168,0.25,0.0,0.0,0.0,0.0,0.0,0.25485829959514167
112,0x7371e3d3bb0fdca80fe3ef049f5780f0f30fd99f,0.012145748987854199,0.4,0.0,0.0,0.0,0.0,0.0,0.4121457489878542
113,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,0.0206477732793522,0.23391003460207613,0.0,0.0,0.0,0.0,0.0,0.25455780788142834
114,0x123d524aafbf7eec55ba48f4a2f942cdfbae7e66,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
115,0x08246e369ee45a187a0f5cbc6892c4800de2750e,0.00364372469635626,0.4,0.0,0.0,0.0,0.0,0.0,0.4036437246963563
116,0x797008aa5a6544c86ed064187c79fcc349de43e2,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
117,0x159010389e133ca815ec1dbf4dd7fb029b041da7,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
118,0xf7b0e8f1b846e56f9f561d82cd2a1531620feafd,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
119,0xa42dac86507a65d33ed29ab64c136f0f97c3aa28,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
120,0x0fff160347664c6cc52dad6cd532f64c31822bac,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
121,0xa4f3693bfd5afb6f02571eecee96b731a10b927a,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
122,0xbc37255c44917127473ee7776425762e40e2bf27,0.018218623481781358,0.1368888888888889,0.0,0.0,0.0,0.0,0.0,0.15510751237067025
123,0x5628ba07034e625180fb6d3a46932a1012f76984,0.12145748987854246,0.20032000000000003,0.0,0.0,0.0,0.0,0.0,0.3217774898785425
124,0x84fddd3692a2355d59b2a95544ef4bb4680d7e1d,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
125,0x1eceff5f63993dc3e8ea6899071411ba8d2d8dfb,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
126,0x97d74a0afda3b71339d4d3c23cdcbef898de4da9,0.0060728744939270995,0.144,0.0,0.0,0.0,0.0,0.0,0.1500728744939271
127,0x07c7d97b79881d8245ee3aa4dce27fdfb2cc3130,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
128,0x893eee43910297ad2e2daa2e0f0210a1e754a403,0.0060728744939270995,0.272,0.0,0.0,0.0,0.0,0.0,0.27807287449392715
129,0x6a5b559276efb02421864964612c17bae0f83b30,0.012145748987854199,0.272,0.0,0.0,0.0,0.0,0.0,0.2841457489878542
130,0x38daea6f17e4308b0da9647db9ca6d84a3a7e195,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
131,0xaf2b2fe348b11ec31903a4246148ffba3df643ad,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
132,0x75c29972bf71a564adc4943dc4c199fb19dc7da8,0.010931174089068778,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.233153396311291
133,0xc805afc358852017ec0487b27d743091d632a4f3,0.00485829959514168,0.4,0.0,0.0,0.0,0.0,0.0,0.4048582995951417
134,0x1bad1270426b8059a783704308cec80753de0b38,0.06801619433198375,0.1454081632653061,0.0,0.0,0.0,0.0,0.0,0.21342435759728984
135,0xde2e791a7662a910bffc2b0f80b92543ca39c0b7,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
136,0x22fceeb2f32af78f2bb045b00f42c07193c4dc7c,0.00364372469635626,0.4,0.0,0.0,0.0,0.0,0.0,0.4036437246963563
137,0x388cad06256a829f3d57642acdc11950453a62c4,0.00728744939271252,0.15555555555555553,0.0,0.0,0.0,0.0,0.0,0.16284300494826806
138,0x88c69b2461dde98147c4a7a7e3ba40f5b3ad8a3c,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
139,0xfb536a06a05e6db41957a597946b51e7ef9f388e,0.00728744939271252,0.15555555555555553,0.0,0.0,0.0,0.0,0.0,0.16284300494826806
140,0x93cbbe6c7f427a158cc076f48baa005e50b26049,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
141,0x9380836971d6a7eee2db887f2dfe80016b147f55,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
142,0xd12dd8aeb8f96d0bff6aa9c74bdf92009741d3aa,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
143,0x2d00c338eff4f11428169984716d34c7cfce0f30,0.10566801619433196,0.156903157616594,0.0,0.0,0.0,0.0,0.0,0.262571173810926
144,0x6ab211b71d900e7c2b3b1bd0da3ce04309d9fdb4,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
145,0x6c6704c3308130dfa0dc4a42562ae7ed3d01dc1f,0.00364372469635626,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.1369770580296896
146,0x9ea268544356ce16f59f4ded58915fdab019af9d,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
147,0x15414df0ab180c58d91667e3584e002c5ce807a4,0.00728744939271252,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.22950967161493477
148,0x9d9439f8c4f805c9d978344e64453a2395ccfed6,0.0060728744939270995,0.17600000000000002,0.0,0.0,0.0,0.0,0.0,0.18207287449392712
149,0xb0ee1755460dddb01f73104df2e61a89b0464885,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
150,0xfc48326fa5f92673b8f78f285071824d175b9e67,0.010931174089068778,0.1728395061728395,0.0,0.0,0.0,0.0,0.0,0.18377068026190826
151,0xcfc55da075180410ae20a754e151065b4287b92d,0.0060728744939270995,0.4,0.0,0.0,0.0,0.0,0.0,0.40607287449392715
152,0x9ef706523607826a10e382ca1dbb456d0295ec95,0.00364372469635626,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.2258659469185785
153,0xadbe3d4d290200f093ffcc865e46c4e0f72e45a4,0.00364372469635626,0.4,0.0,0.0,0.0,0.0,0.0,0.4036437246963563
154,0x679ca5832144abe6a8facdcc4b7d8b2e81d6d89e,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
155,0x2f062d9aa98209d2c79a744b0d4ef203d363b7d6,0.00364372469635626,0.4,0.0,0.0,0.0,0.0,0.0,0.4036437246963563
156,0x6bc9bd392afdcd63922480221994251287bb0334,0.00364372469635626,0.4,0.0,0.0,0.0,0.0,0.0,0.4036437246963563
157,0xa382ab46ed8dc523e8416f20e6059b9794570dbc,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
158,0x7567e696922eb3f140ebdd1770054c634b7bf708,0.20161943319838058,0.1444331543039628,0.0,0.0,0.0,0.0,0.0,0.34605258750234336
159,0x6833df4e1edb361a04491349833c83a4868abcda,0.00485829959514168,0.25,0.0,0.0,0.0,0.0,0.0,0.25485829959514167
160,0x239830e21db93be283cdb93423cca58581a3dcba,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
161,0xe528734d1dcae7176d2f3e1b2975075370dfecb8,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
162,0x1abd809282a3bc54d0d42bd04dbeffaa7c50484f,0.00364372469635626,0.4,0.0,0.0,0.0,0.0,0.0,0.4036437246963563
163,0xfe9b4781893a22eb10913cabf3d578ebc24be1cd,0.0060728744939270995,0.272,0.0,0.0,0.0,0.0,0.0,0.27807287449392715
164,0xb34660f3027c9b49839b0307497e4f16f043210c,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
165,0x74ab8b2ba5d1f8165c29d3b9fa68d743ae28fef8,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
166,0xfac05fe8870c01454312e2039b2f98b8671d103d,0.00971659919028336,0.4,0.0,0.0,0.0,0.0,0.0,0.40971659919028336
167,0xcf81d7c5c23388478bd2c76603bf5857b7fc4d97,0.00364372469635626,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.2258659469185785
168,0x828cace28fa4a9e869c6f840d0483f6d4c2c199c,0.00728744939271252,0.4,0.0,0.0,0.0,0.0,0.0,0.40728744939271255
169,0x0496f809e53d60d1f81781d8f32df4966a152a60,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
170,0x10e4388a3c632290997c4e94a2441ca332807b9b,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
171,0x66a6d13d33946adc1200eb42b533651d2740fe92,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
172,0xeb7977f63a5bbdaa2d50df92974509774fe033d6,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
173,0x55dbbf44bae8d0ea01a9bb2b9dc528ae051b6f5c,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
174,0x618608c7ee784a377b3445a85550f8519e8b5b43,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
175,0x46830d0ad6faab2d748f31e134e91b6d27a6b893,0.0145748987854251,0.14444444444444446,0.0,0.0,0.0,0.0,0.0,0.15901934322986955
176,0x31dc9769e10412ead79a70af22d84008dcae2cb2,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
177,0x78513956fa6e76b040a33d1dacb76be3cd6577ae,0.00728744939271252,0.15555555555555553,0.0,0.0,0.0,0.0,0.0,0.16284300494826806
178,0x040993fbf458b95871cd2d73ee2e09f4af6d56bb,0.05708502024291497,0.15445903123585333,0.0,0.0,0.0,0.0,0.0,0.2115440514787683
179,0x82a179a83c345c6ff302de4a3873b45cbb28401b,0.00242914979757084,0.2,0.0,0.0,0.0,0.0,0.0,0.20242914979757085
180,0x0a1f160dad45d84ed98d6335f63f87f4b7532d56,0.00728744939271252,0.4,0.0,0.0,0.0,0.0,0.0,0.40728744939271255
181,0xfce5cb8d24914c83dbb4f52ef8f8f463838454cf,0.0206477732793522,0.4,0.0,0.0,0.0,0.0,0.0,0.4206477732793522
182,0x9c88379f7d07b8f16cead331b842e41bb58c55eb,0.00121457489878542,0.4,0.0,0.0,0.0,0.0,0.0,0.4012145748987854
183,0xacf9da14b9e25123791907f2c29f6137b29f1833,0.00728744939271252,0.2888888888888889,0.0,0.0,0.0,0.0,0.0,0.29617633828160145
184,0xcc4422e79731b98a5e3fd10a022eb031e0dea48a,0.00242914979757084,0.4,0.0,0.0,0.0,0.0,0.0,0.4024291497975709
