,Addresses,Token,Blockchain_1,Blockchain_2,Blockchain_3,TxID_1,TxID_2
23,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,RDT,BNB CHAIN,Ethereum,BNB CHAIN,620b8e30d3ea681f35ebe555,620b8ea3d3ea681f35ebe56c
24,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,Ethereum,BNB CHAIN,Ethereum,620fa0839e1cf703a57a10f4,620fa4039e1cf703a57a1173
25,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,BNB CHAIN,Ethereum,BNB CHAIN,620fa4039e1cf703a57a1173,620fa43f9e1cf703a57a117c
26,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,Ethereum,BNB CHAIN,Ethereum,620fa43f9e1cf703a57a117c,620fa4b99e1cf703a57a118e
27,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FROYO,BNB CHAIN,Ethereum,BNB CHAIN,620e6d15dcf15fd1a4280b69,620e6eb9dcf15fd1a4280bac
28,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,UMAD,BNB CHAIN,Ethereum,BNB CHAIN,620ffef99e1cf703a57a2125,621000229e1cf703a57a214e
29,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,INV,Fantom,Ethereum,Fantom,6210cc889e1cf703a57a3992,6210cd019e1cf703a57a39a3
30,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,INV,Ethereum,Fantom,Ethereum,6210cd019e1cf703a57a39a3,6210cd3e9e1cf703a57a39aa
31,0x8ef2686170eebb7ffc49aaf71c61d6160fc040b4,MATIC,Fantom,Polygon,Fantom,620c7d7bd3ea681f35ec0e39,620c82e1d3ea681f35ec0ef8
32,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,USDT,BNB CHAIN,Polygon,BNB CHAIN,620b7ff7854f936fad89670b,620b840f854f936fad896886
33,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,USDT,Polygon,BNB CHAIN,Polygon,620b840f854f936fad896886,620b8466854f936fad89689a
34,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,Polygon,BNB CHAIN,Polygon,620a078a854f936fad88be25,620a08cd854f936fad88be8a
35,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,Polygon,BNB CHAIN,Polygon,620a102d854f936fad88bfc3,620a1160854f936fad88bff7
36,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ETH,Avalanche,Fantom,Polygon,620a2d72854f936fad88c6ae,620a2cdd854f936fad88c6a1
37,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ETH,Fantom,Polygon,Fantom,620a2cdd854f936fad88c6a1,620a2dc2854f936fad88c6b6
38,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ICE,Ethereum,Polygon,Ethereum,620fc15911d45e0a49670c71,620fc4ea11d45e0a49670ddc
39,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MRFI,BNB CHAIN,Avalanche,BNB CHAIN,620c57f1854f936fad89b434,620c5daf854f936fad89b892
40,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MLT,BNB CHAIN,Ethereum,BNB CHAIN,620a8078854f936fad88df19,620a80dc854f936fad88df4a
41,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MLT,Ethereum,BNB CHAIN,Ethereum,620a80dc854f936fad88df4a,620a817d854f936fad88df9a
42,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,620ab771854f936fad890ecd,620ab7f5854f936fad890f7e
43,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,FABRIC,Ethereum,BNB CHAIN,Ethereum,620ab7f5854f936fad890f7e,620ab8ad854f936fad891079
44,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,NFTY,BNB CHAIN,Ethereum,BNB CHAIN,620b8261854f936fad89682f,620b82dd854f936fad89684a
45,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ANKR,Ethereum,BNB CHAIN,Ethereum,620b9efa854f936fad897044,620b9f7d854f936fad89706a
46,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,YEL,Fantom,Ethereum,Fantom,620d22fb3c8253c5fb8b9329,620d23553c8253c5fb8b9348
47,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,B2M,Polygon,Ethereum,Polygon,621136df11d45e0a4967a915,6211381b11d45e0a4967aa3c
48,0x8039f3aa709fec29fdc5f075449b23ab609a6998,FABRIC,Ethereum,BNB CHAIN,Ethereum,620a298c854f936fad88c601,620a2a9ad3ea681f35ebb13e
49,0x8039f3aa709fec29fdc5f075449b23ab609a6998,WTF,BNB CHAIN,Avalanche,BNB CHAIN,6210efec9e1cf703a57a3ef2,6210f0659e1cf703a57a3f08
50,0x8039f3aa709fec29fdc5f075449b23ab609a6998,FROYO,BNB CHAIN,Ethereum,BNB CHAIN,620e6d2a62d48eee70ee1dfb,620e6e4f62d48eee70ee1f48
51,0x8039f3aa709fec29fdc5f075449b23ab609a6998,KST,Ethereum,BNB CHAIN,Ethereum,6210450d9e1cf703a57a29e8,621046ed9e1cf703a57a2a1d
52,0x7309b6a480e8c33fb75b5c770a0c9516e9507776,USV,Ethereum,Avalanche,Polygon,620e750262d48eee70ee274c,620e7bd862d48eee70ee2dbc
53,0x60e81aac6ce31d84121732362c9855ae1a9f09f3,STORE,Ethereum,BNB CHAIN,Ethereum,62092b592219a24b7e94b545,62092c752219a24b7e94b55a
54,0x97d74a0afda3b71339d4d3c23cdcbef898de4da9,BNB,Polygon,BNB CHAIN,Avalanche,620e219adcf15fd1a428001b,620e222b62d48eee70edf306
55,0x893eee43910297ad2e2daa2e0f0210a1e754a403,USDC,Ethereum,Fantom,Polygon,621322b49e1cf703a57a90f3,621328169e1cf703a57a918b
56,0x75c29972bf71a564adc4943dc4c199fb19dc7da8,USDC,Fantom,Avalanche,Fantom,620caf7ad3ea681f35ec14bb,620cb2bcd3ea681f35ec151a
57,0x7567e696922eb3f140ebdd1770054c634b7bf708,GAIA,Polygon,BNB CHAIN,Polygon,620bb972854f936fad8978e3,620bbc1fd3ea681f35ebed7a
58,0x7567e696922eb3f140ebdd1770054c634b7bf708,KNC,BNB CHAIN,Polygon,Avalanche,6209e03e2219a24b7e94d757,6209e0be2219a24b7e94d76f
59,0x7567e696922eb3f140ebdd1770054c634b7bf708,GMEE,BNB CHAIN,Polygon,BNB CHAIN,620a5f0b854f936fad88cf78,620a60b4854f936fad88d073
60,0x7567e696922eb3f140ebdd1770054c634b7bf708,USV,Polygon,BNB CHAIN,Polygon,620dc6773c8253c5fb8bd055,620dc8093c8253c5fb8bd0c9
61,0x7567e696922eb3f140ebdd1770054c634b7bf708,MRFI,Avalanche,BNB CHAIN,Avalanche,620e831adcf15fd1a4280f20,620e834f62d48eee70ee30e2
62,0x7567e696922eb3f140ebdd1770054c634b7bf708,FEAR,Polygon,BNB CHAIN,Polygon,620e1a92dcf15fd1a427ff28,620e1ab462d48eee70edf19f
63,0x7567e696922eb3f140ebdd1770054c634b7bf708,BIFI,BNB CHAIN,Avalanche,Polygon,620b66ba854f936fad896198,620b6729854f936fad8961bf
64,0x7567e696922eb3f140ebdd1770054c634b7bf708,WELT,Polygon,BNB CHAIN,Polygon,620ba058854f936fad89709f,620ba292d3ea681f35ebe88c
65,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,BIFI,Fantom,BNB CHAIN,Fantom,62114cb511d45e0a4967cabb,62114ecf11d45e0a4967d00f
66,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620e84a762d48eee70ee318c,620e899962d48eee70ee340b
67,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,Fantom,BNB CHAIN,Fantom,620e899962d48eee70ee340b,620e8a2762d48eee70ee3443
68,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620e8a2762d48eee70ee3443,620e8b0362d48eee70ee34b2
69,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,Fantom,BNB CHAIN,Fantom,620e8b0362d48eee70ee34b2,620e8ef362d48eee70ee36cf
70,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,JOE,Avalanche,Fantom,Avalanche,620fcdf611d45e0a49671125,620fce7011d45e0a49671165
71,0xb80a520619699f1dbf8f21502a57e173be73579c,USDC,Fantom,BNB CHAIN,Fantom,621109089e1cf703a57a42ed,62110cfd9e1cf703a57a439d
72,0x7400933965637de0ac30f5c582e4e481934dd047,WOW,Avalanche,BNB CHAIN,Polygon,620e6af9dcf15fd1a4280b15,620e6b5362d48eee70ee1bd4
73,0x153e01b7f5c0a198cb12335bbe62ed22e0a05687,USDC,BNB CHAIN,Fantom,Avalanche,62097b8fd3ea681f35eb9988,62097c0bd3ea681f35eb99a5
74,0x123bb6519cf54a8e3917ed8b450a3ab11fd4b974,DSLA,BNB CHAIN,Ethereum,Avalanche,620caabad3ea681f35ec13ff,620cabd826b3d8ba9857d7aa
75,0xbd6c1e096c66d4fd93d71cfc270387c9f8236cf9,WBTC,BNB CHAIN,Fantom,BNB CHAIN,620b16c6854f936fad8949ca,620b1a25854f936fad894a5c
76,0x47a3ed852e37477cf1ba297f8288e06230b2d543,USDC,Fantom,BNB CHAIN,Fantom,620e7cc862d48eee70ee2e1c,620e7dcf62d48eee70ee2e8b
77,0x47a3ed852e37477cf1ba297f8288e06230b2d543,USDC,BNB CHAIN,Fantom,BNB CHAIN,620e7dcf62d48eee70ee2e8b,620e7e7362d48eee70ee2ed6
78,0x47a3ed852e37477cf1ba297f8288e06230b2d543,USDC,Fantom,BNB CHAIN,Avalanche,620e7e7362d48eee70ee2ed6,620e81f262d48eee70ee3045
79,0xc57ea958e33dc87c7c7951774bab9221346ba26f,TOMB,Avalanche,BNB CHAIN,Fantom,620d90e13c8253c5fb8bbc62,620d913f3c8253c5fb8bbc98
80,0xc57ea958e33dc87c7c7951774bab9221346ba26f,USDC,Polygon,Fantom,BNB CHAIN,6211d5ae9e1cf703a57a5f1f,6211d6db9e1cf703a57a5f3b
81,0xc57ea958e33dc87c7c7951774bab9221346ba26f,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,62108a4f11d45e0a49676a88,62108afa11d45e0a49676a9a
82,0xc8bb3434bac34981638659ff5a6557842ab59f60,DAI,Polygon,Fantom,Avalanche,6209b748d3ea681f35eba1f9,6209bcb1d3ea681f35eba2b5
83,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,620a10aa854f936fad88bfe2,620a10fd854f936fad88bfea
84,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,Ethereum,BNB CHAIN,Ethereum,620a10fd854f936fad88bfea,620a1172854f936fad88bffb
85,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,Ethereum,BNB CHAIN,Ethereum,620b31d4d3ea681f35ebd74a,620b31ed854f936fad894e32
86,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,MLT,Ethereum,BNB CHAIN,Ethereum,620e3c6762d48eee70edf83e,620e3d1062d48eee70edf8a9
87,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,SWAP,BNB CHAIN,Ethereum,BNB CHAIN,620fd81211d45e0a496717ea,620fd8e911d45e0a4967189e
88,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,PPAY,Ethereum,BNB CHAIN,Ethereum,620fccb811d45e0a49671092,620fcd5811d45e0a496710d9
89,0xb20221c54128fab03425314983616c46d5bfb854,MIM,Avalanche,Fantom,BNB CHAIN,620d0e2fd3ea681f35ec228b,620d0e6fd3ea681f35ec2298
90,0xb9b9161c6440353d30e06f6a3f93cd43bd1e3907,USDT,BNB CHAIN,Avalanche,BNB CHAIN,620f716d9e1cf703a57a0a1e,620f71ea9e1cf703a57a0a33
91,0xbfded67c2415e21f251bc209ff11a2fb74dfd0a4,MIM,Avalanche,Fantom,BNB CHAIN,620de0c4dcf15fd1a427f873,620de163dcf15fd1a427f883
92,0xf07a3a88e07a2b1df9d4e088a7f34ceb6cdf445a,MIM,Avalanche,Fantom,Avalanche,6211f3e99e1cf703a57a63b2,6211f5609e1cf703a57a63f1
93,0x45abf65505af97c17448226fd8f888e5d50223e1,USDT,Avalanche,BNB CHAIN,Polygon,6213072911d45e0a4968beea,6213091e11d45e0a4968bf08
94,0x531f001a4d10c21cdcc7dee8a6f25000a1c97408,MIM,Fantom,Avalanche,Fantom,620b4b68d3ea681f35ebdad8,620b4e3dd3ea681f35ebdb41
95,0x0b7abcd0a947ee625a898642ebe24bcdb3a1848a,USDT,BNB CHAIN,Polygon,Avalanche,621266bb11d45e0a496894d4,6212686f11d45e0a49689532
96,0x0b7abcd0a947ee625a898642ebe24bcdb3a1848a,USDT,Polygon,Avalanche,BNB CHAIN,6212686f11d45e0a49689532,62126b6011d45e0a496895e4
97,0xb88e3cad12aba4ec40ad3aebe139bf3919344099,USDT,BNB CHAIN,Avalanche,BNB CHAIN,620fb4e811d45e0a49670691,620fb8fc11d45e0a4967093e
98,0x9183e1b9670d2758065c7181e26c09f7fd14be31,USDT,BNB CHAIN,Fantom,Avalanche,62104a099e1cf703a57a2a78,62104a329e1cf703a57a2a82
99,0xfc6009053ba05ac2a96ef017a823d87c38d5e0b5,IDEX,Polygon,BNB CHAIN,Polygon,6211075311d45e0a49679218,62110da111d45e0a49679439
100,0xfc6009053ba05ac2a96ef017a823d87c38d5e0b5,USDC,Polygon,Fantom,BNB CHAIN,6210985611d45e0a49676c59,62109a5d11d45e0a49676c87
101,0xe2ca76a6c3bb2e26bda7e13b5aa10c633071ff4b,USDC,Polygon,Fantom,Ethereum,6209f595854f936fad88ba59,6209f782d3ea681f35ebaabb
102,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,BNB CHAIN,Fantom,Polygon,620d1a8a3c8253c5fb8b90a8,620d1be33c8253c5fb8b915f
103,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,Fantom,Polygon,BNB CHAIN,620d1be33c8253c5fb8b915f,620d20b43c8253c5fb8b92aa
104,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,BNB CHAIN,Polygon,Fantom,620d2afa3c8253c5fb8b9470,620d2cd43c8253c5fb8b94c5
105,0xda2d96eadab3671d9dfc6b2901aa85e99f8f0eb3,PAE,Fantom,Avalanche,BNB CHAIN,620f45082aaabc039b737f5a,620f4db911d45e0a4966db5e
106,0x81c4a126b101ef7eb6d54bc0d6e88465c265bd91,USDC,BNB CHAIN,Fantom,Avalanche,62122e7f9e1cf703a57a6c32,62122ebe9e1cf703a57a6c3b
107,0x81c4a126b101ef7eb6d54bc0d6e88465c265bd91,USDC,Fantom,Avalanche,Fantom,62122ebe9e1cf703a57a6c3b,621230d99e1cf703a57a6c86
108,0xc7503f38013cf1a8105ba3f0e689c33a706d2fa5,USDC,Avalanche,Fantom,BNB CHAIN,62120f4c11d45e0a49686bc7,621212219e1cf703a57a687c
109,0x4e6fec28f5316c2829d41bc2187202c70ec75bc7,USDC,Fantom,BNB CHAIN,Polygon,620ccd2b1ddd18c557e91be1,620cd0f61ddd18c557e91cf6
110,0x81e9f4275bf6858072ef4b425f2dc28163ccd980,DAI,Avalanche,Fantom,BNB CHAIN,62123db29e1cf703a57a6e62,62123eac9e1cf703a57a6e91
111,0x7737d3742ddc67f1443b40cbe6d401d649d3906a,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620ee06662d48eee70ee5eea,620ee63362d48eee70ee5fd3
112,0x7737d3742ddc67f1443b40cbe6d401d649d3906a,QI,Avalanche,Polygon,Avalanche,620ea76462d48eee70ee4650,620ea89562d48eee70ee46fb
113,0x193db18a5ef9a0320b7374c1fe8af976235f3211,USDC,Fantom,BNB CHAIN,Fantom,6209d8092219a24b7e94d5e9,6209dc332219a24b7e94d68f
114,0x193db18a5ef9a0320b7374c1fe8af976235f3211,WBTC,BNB CHAIN,Fantom,Ethereum,620f3c812aaabc039b737709,620f42012aaabc039b737c11
115,0x193db18a5ef9a0320b7374c1fe8af976235f3211,WBTC,Fantom,Ethereum,Fantom,620f42012aaabc039b737c11,620f42a42aaabc039b737cb4
116,0x528836082e417d7b839e17a17964694266aa29a5,USDT,Avalanche,Fantom,BNB CHAIN,620c6133d3ea681f35ec0a0b,620c638ed3ea681f35ec0a6d
117,0x93c3d5f1bcd2e80322bc7832a8ba591949bec90a,USDC,Avalanche,Polygon,BNB CHAIN,6209d2fe2219a24b7e94d558,6209d4eb2219a24b7e94d582
118,0x0000023cbc437683aec074e3cb75ad38ae2e87e1,USDT,Ethereum,Polygon,BNB CHAIN,620a155d854f936fad88c071,620a1604854f936fad88c07d
119,0x0000023cbc437683aec074e3cb75ad38ae2e87e1,USDT,Polygon,BNB CHAIN,Polygon,620a1604854f936fad88c07d,620a17da854f936fad88c12b
120,0x0000023cbc437683aec074e3cb75ad38ae2e87e1,USDT,BNB CHAIN,Polygon,BNB CHAIN,620a17da854f936fad88c12b,620a18b1854f936fad88c1b8
121,0x25697b4753a70a1847e12409bdf4d13a5c998c32,AVAX,Fantom,Avalanche,Fantom,620bfab2d3ea681f35ebf992,620bfcced3ea681f35ebf9f2
122,0xcaedf695012947f97e73f188f75922d92ae33721,USDT,Fantom,Polygon,Avalanche,62096a162219a24b7e94c23e,62096da62219a24b7e94c2d7
123,0x113708f56cef3d197390c1f1e2ed305ed21a1fb4,MRFI,BNB CHAIN,Avalanche,BNB CHAIN,620cfb163c8253c5fb8b873f,620cfe66d3ea681f35ec1f7f
124,0x113708f56cef3d197390c1f1e2ed305ed21a1fb4,WSG,BNB CHAIN,Polygon,BNB CHAIN,620bef55854f936fad899284,620bf423d3ea681f35ebf864
125,0xda9434e626dff1e4d07a8ca20ee856132894e775,UNCX,Ethereum,BNB CHAIN,Ethereum,621030ed11d45e0a49674314,6210339611d45e0a4967441c
126,0xeaff63f297b2947eb3a422c273b87b4f8f96bf57,MIM,BNB CHAIN,Avalanche,BNB CHAIN,620bea85854f936fad899196,620bf14d854f936fad8992f9
127,0x7365ac122eac1febc7aae228360ec9f7d18f630e,USDT,BNB CHAIN,Polygon,BNB CHAIN,620a4272854f936fad88c9d9,620a442c854f936fad88ca12
128,0x75dd32dca095629aa8257e52d8e05e82762d4007,USDC,Avalanche,Fantom,Ethereum,620c7b78854f936fad89c7b1,620c7f61d3ea681f35ec0e85
129,0xcc88036fa05c86129bf66260c2a905ab2c7b663c,QI,Polygon,Avalanche,Polygon,62105f7a11d45e0a4967580f,6210615a11d45e0a49675a11
130,0xcc88036fa05c86129bf66260c2a905ab2c7b663c,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620e8f6a62d48eee70ee371a,620e91d862d48eee70ee3884
131,0xcc88036fa05c86129bf66260c2a905ab2c7b663c,ALPACA,Fantom,BNB CHAIN,Fantom,620e91d862d48eee70ee3884,620e93a762d48eee70ee398e
132,0x2a3ef4740654b0a5014f83e142f22740e5af55fd,USDT,Avalanche,Polygon,Fantom,620ae197854f936fad893ed4,620ae6eb854f936fad89423f
133,0x7f28d5cf229905b3b12e4054067997d2b7e670dd,BIFI,BNB CHAIN,Avalanche,BNB CHAIN,620e24e962d48eee70edf373,620e254e62d48eee70edf381
134,0xad56051bc795d88d360c4794238a11ab006e371b,DAI,Avalanche,Fantom,Ethereum,620af627854f936fad8944eb,620af778d3ea681f35ebcf5d
135,0x3c5c33b177e26627a18e2e81ff94bfd3cbee4ac5,USV,Polygon,Avalanche,Polygon,620978462219a24b7e94c4ae,620979ec2219a24b7e94c501
136,0x3c5c33b177e26627a18e2e81ff94bfd3cbee4ac5,MOD,Fantom,BNB CHAIN,Fantom,620be743d3ea681f35ebf5fc,620beac2854f936fad8991a4
137,0xdc65630427c23ac00c163b0c13c02b27722f75c1,USDC,Ethereum,Fantom,BNB CHAIN,620eea79dcf15fd1a4281f81,620eed16dcf15fd1a4281ff9
138,0x2835a8dd61e4c8c3afab3899b45c2378bd322e22,USDC,Avalanche,Fantom,BNB CHAIN,620ae833854f936fad89427a,620aeb4d854f936fad8942d1
139,0x88adca90818e1d113f5f3eb3b3ceabdec4bd8bbd,USDT,BNB CHAIN,Avalanche,Fantom,6212d9de11d45e0a4968b0fd,6212daec11d45e0a4968b148
140,0x4ca8ad3a20848ac6f5dbb14cc02fce8c037d11da,USDC,Fantom,BNB CHAIN,Avalanche,620bf93a854f936fad899460,620bfdba854f936fad8994e8
141,0x2093baf601e54b1c2907161ad191a60a2fe1c260,DAI,Fantom,Avalanche,Fantom,6212d99a9e1cf703a57a8852,6212db4611d45e0a4968b16c
142,0x6ad853cd2725b905e68a71eb280358272ca09031,USDT,BNB CHAIN,Fantom,BNB CHAIN,620b706fd3ea681f35ebe052,620b737ed3ea681f35ebe0ce
143,0x55a1b211a1d4b54e53186e926820e835f053b42d,ROLL,Polygon,BNB CHAIN,Polygon,62120e3c11d45e0a49686b61,6212106511d45e0a49686c1a
144,0x55a1b211a1d4b54e53186e926820e835f053b42d,ROLL,BNB CHAIN,Polygon,BNB CHAIN,6212106511d45e0a49686c1a,6212162911d45e0a49686dce
145,0xf19b748b71d4d92a774b890824171567425e4d81,DAI,Avalanche,Fantom,BNB CHAIN,620bd88fd3ea681f35ebf2fc,620bd911d3ea681f35ebf311
146,0x078ec83dcb4eb62015ebe71ff3506e582aca0d67,USDC,Polygon,Fantom,Avalanche,620aff6f854f936fad894690,620b098b854f936fad8947b4
147,0x223f9faa89984cfa063a320c116bc412b7ce62cf,USDT,BNB CHAIN,Fantom,Avalanche,620b43a5d3ea681f35ebd9cf,620b4817d3ea681f35ebda5a
148,0xb4047eb6707aa777746042ceb1d42d6ee3d7845e,USDC,Fantom,Ethereum,Avalanche,6209d6e62219a24b7e94d5c8,6209d7b52219a24b7e94d5df
149,0x87f0f4b5e3cfd247583e35564574d4fad0a4bbf7,MIM,Avalanche,Fantom,Avalanche,6211b8569e1cf703a57a5b97,6211baec9e1cf703a57a5be7
150,0xa76cbd9b7d0e994266e8ca9f68df62f4e48c033c,FXS,Fantom,Ethereum,Fantom,620a1127854f936fad88bfee,620a11de854f936fad88c000
151,0xa76cbd9b7d0e994266e8ca9f68df62f4e48c033c,FXS,Ethereum,Fantom,BNB CHAIN,620a11de854f936fad88c000,620a1308854f936fad88c019
152,0xec24164ad0dbdbf850ec42493f70d620453b5976,USDC,Fantom,BNB CHAIN,Fantom,6209e00a2219a24b7e94d743,6209e33f2219a24b7e94d7b9
153,0xec24164ad0dbdbf850ec42493f70d620453b5976,USDC,BNB CHAIN,Fantom,BNB CHAIN,6209e33f2219a24b7e94d7b9,6209e5fed3ea681f35eba829
154,0xe6cf3c4614f92755fd82a24bb6dad74211024b55,AVAX,Avalanche,Fantom,Avalanche,620edc6adcf15fd1a4281d9b,620edddbdcf15fd1a4281dc5
155,0x1f0c1830161505d478f4b070dc2846fceb288b5a,USDC,BNB CHAIN,Fantom,Polygon,6209c1372219a24b7e94d1fd,6209c56d2219a24b7e94d2f9
156,0x353e9f1f3b4549661d09686bfa74d7938b56d7a0,USDC,BNB CHAIN,Avalanche,BNB CHAIN,6212e76111d45e0a4968b5ad,6212eb5511d45e0a4968b722
