,Addresses,Token,Blockchain_1,Blockchain_2,Blockchain_3,TxID_1,TxID_2
13,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,RDT,BNB CHAIN,Ethereum,BNB CHAIN,620b8e30d3ea681f35ebe555,620b8ea3d3ea681f35ebe56c
14,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,BNB CHAIN,Ethereum,BNB CHAIN,620fa4039e1cf703a57a1173,620fa43f9e1cf703a57a117c
15,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,Ethereum,BNB CHAIN,Ethereum,620fa43f9e1cf703a57a117c,620fa4b99e1cf703a57a118e
16,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,UMAD,BNB CHAIN,Ethereum,BNB CHAIN,620ffef99e1cf703a57a2125,621000229e1cf703a57a214e
17,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,INV,Fantom,Ethereum,Fantom,6210cc889e1cf703a57a3992,6210cd019e1cf703a57a39a3
18,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,INV,Ethereum,Fantom,Ethereum,6210cd019e1cf703a57a39a3,6210cd3e9e1cf703a57a39aa
19,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,USDT,Polygon,BNB CHAIN,Polygon,620b840f854f936fad896886,620b8466854f936fad89689a
20,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,Polygon,BNB CHAIN,Polygon,620a078a854f936fad88be25,620a08cd854f936fad88be8a
21,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ETH,Avalanche,Fantom,Polygon,620a2d72854f936fad88c6ae,620a2cdd854f936fad88c6a1
22,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ETH,Fantom,Polygon,Fantom,620a2cdd854f936fad88c6a1,620a2dc2854f936fad88c6b6
23,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MRFI,BNB CHAIN,Avalanche,BNB CHAIN,620c57f1854f936fad89b434,620c5daf854f936fad89b892
24,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MLT,BNB CHAIN,Ethereum,BNB CHAIN,620a8078854f936fad88df19,620a80dc854f936fad88df4a
25,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MLT,Ethereum,BNB CHAIN,Ethereum,620a80dc854f936fad88df4a,620a817d854f936fad88df9a
26,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,620ab771854f936fad890ecd,620ab7f5854f936fad890f7e
27,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,FABRIC,Ethereum,BNB CHAIN,Ethereum,620ab7f5854f936fad890f7e,620ab8ad854f936fad891079
28,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,NFTY,BNB CHAIN,Ethereum,BNB CHAIN,620b8261854f936fad89682f,620b82dd854f936fad89684a
29,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ANKR,Ethereum,BNB CHAIN,Ethereum,620b9efa854f936fad897044,620b9f7d854f936fad89706a
30,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,YEL,Fantom,Ethereum,Fantom,620d22fb3c8253c5fb8b9329,620d23553c8253c5fb8b9348
31,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,B2M,Polygon,Ethereum,Polygon,621136df11d45e0a4967a915,6211381b11d45e0a4967aa3c
32,0x8039f3aa709fec29fdc5f075449b23ab609a6998,FABRIC,Ethereum,BNB CHAIN,Ethereum,620a298c854f936fad88c601,620a2a9ad3ea681f35ebb13e
33,0x8039f3aa709fec29fdc5f075449b23ab609a6998,WTF,BNB CHAIN,Avalanche,BNB CHAIN,6210efec9e1cf703a57a3ef2,6210f0659e1cf703a57a3f08
34,0x8039f3aa709fec29fdc5f075449b23ab609a6998,FROYO,BNB CHAIN,Ethereum,BNB CHAIN,620e6d2a62d48eee70ee1dfb,620e6e4f62d48eee70ee1f48
35,0x8039f3aa709fec29fdc5f075449b23ab609a6998,KST,Ethereum,BNB CHAIN,Ethereum,6210450d9e1cf703a57a29e8,621046ed9e1cf703a57a2a1d
36,0x60e81aac6ce31d84121732362c9855ae1a9f09f3,STORE,Ethereum,BNB CHAIN,Ethereum,62092b592219a24b7e94b545,62092c752219a24b7e94b55a
37,0x97d74a0afda3b71339d4d3c23cdcbef898de4da9,BNB,Polygon,BNB CHAIN,Avalanche,620e219adcf15fd1a428001b,620e222b62d48eee70edf306
38,0x7567e696922eb3f140ebdd1770054c634b7bf708,KNC,BNB CHAIN,Polygon,Avalanche,6209e03e2219a24b7e94d757,6209e0be2219a24b7e94d76f
39,0x7567e696922eb3f140ebdd1770054c634b7bf708,GMEE,BNB CHAIN,Polygon,BNB CHAIN,620a5f0b854f936fad88cf78,620a60b4854f936fad88d073
40,0x7567e696922eb3f140ebdd1770054c634b7bf708,MRFI,Avalanche,BNB CHAIN,Avalanche,620e831adcf15fd1a4280f20,620e834f62d48eee70ee30e2
41,0x7567e696922eb3f140ebdd1770054c634b7bf708,FEAR,Polygon,BNB CHAIN,Polygon,620e1a92dcf15fd1a427ff28,620e1ab462d48eee70edf19f
42,0x7567e696922eb3f140ebdd1770054c634b7bf708,BIFI,BNB CHAIN,Avalanche,Polygon,620b66ba854f936fad896198,620b6729854f936fad8961bf
43,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,Fantom,BNB CHAIN,Fantom,620e899962d48eee70ee340b,620e8a2762d48eee70ee3443
44,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620e8a2762d48eee70ee3443,620e8b0362d48eee70ee34b2
45,0x153e01b7f5c0a198cb12335bbe62ed22e0a05687,USDC,BNB CHAIN,Fantom,Avalanche,62097b8fd3ea681f35eb9988,62097c0bd3ea681f35eb99a5
46,0x123bb6519cf54a8e3917ed8b450a3ab11fd4b974,DSLA,BNB CHAIN,Ethereum,Avalanche,620caabad3ea681f35ec13ff,620cabd826b3d8ba9857d7aa
47,0x47a3ed852e37477cf1ba297f8288e06230b2d543,USDC,Fantom,BNB CHAIN,Fantom,620e7cc862d48eee70ee2e1c,620e7dcf62d48eee70ee2e8b
48,0x47a3ed852e37477cf1ba297f8288e06230b2d543,USDC,BNB CHAIN,Fantom,BNB CHAIN,620e7dcf62d48eee70ee2e8b,620e7e7362d48eee70ee2ed6
49,0xc57ea958e33dc87c7c7951774bab9221346ba26f,TOMB,Avalanche,BNB CHAIN,Fantom,620d90e13c8253c5fb8bbc62,620d913f3c8253c5fb8bbc98
50,0xc57ea958e33dc87c7c7951774bab9221346ba26f,USDC,Polygon,Fantom,BNB CHAIN,6211d5ae9e1cf703a57a5f1f,6211d6db9e1cf703a57a5f3b
51,0xc57ea958e33dc87c7c7951774bab9221346ba26f,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,62108a4f11d45e0a49676a88,62108afa11d45e0a49676a9a
52,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,620a10aa854f936fad88bfe2,620a10fd854f936fad88bfea
53,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,Ethereum,BNB CHAIN,Ethereum,620a10fd854f936fad88bfea,620a1172854f936fad88bffb
54,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,Ethereum,BNB CHAIN,Ethereum,620b31d4d3ea681f35ebd74a,620b31ed854f936fad894e32
55,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,MLT,Ethereum,BNB CHAIN,Ethereum,620e3c6762d48eee70edf83e,620e3d1062d48eee70edf8a9
56,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,SWAP,BNB CHAIN,Ethereum,BNB CHAIN,620fd81211d45e0a496717ea,620fd8e911d45e0a4967189e
57,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,PPAY,Ethereum,BNB CHAIN,Ethereum,620fccb811d45e0a49671092,620fcd5811d45e0a496710d9
58,0xb20221c54128fab03425314983616c46d5bfb854,MIM,Avalanche,Fantom,BNB CHAIN,620d0e2fd3ea681f35ec228b,620d0e6fd3ea681f35ec2298
59,0xb9b9161c6440353d30e06f6a3f93cd43bd1e3907,USDT,BNB CHAIN,Avalanche,BNB CHAIN,620f716d9e1cf703a57a0a1e,620f71ea9e1cf703a57a0a33
60,0xbfded67c2415e21f251bc209ff11a2fb74dfd0a4,MIM,Avalanche,Fantom,BNB CHAIN,620de0c4dcf15fd1a427f873,620de163dcf15fd1a427f883
61,0xf07a3a88e07a2b1df9d4e088a7f34ceb6cdf445a,MIM,Avalanche,Fantom,Avalanche,6211f3e99e1cf703a57a63b2,6211f5609e1cf703a57a63f1
62,0x9183e1b9670d2758065c7181e26c09f7fd14be31,USDT,BNB CHAIN,Fantom,Avalanche,62104a099e1cf703a57a2a78,62104a329e1cf703a57a2a82
63,0xfc6009053ba05ac2a96ef017a823d87c38d5e0b5,USDC,Polygon,Fantom,BNB CHAIN,6210985611d45e0a49676c59,62109a5d11d45e0a49676c87
64,0xe2ca76a6c3bb2e26bda7e13b5aa10c633071ff4b,USDC,Polygon,Fantom,Ethereum,6209f595854f936fad88ba59,6209f782d3ea681f35ebaabb
65,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,BNB CHAIN,Polygon,Fantom,620d2afa3c8253c5fb8b9470,620d2cd43c8253c5fb8b94c5
66,0x81c4a126b101ef7eb6d54bc0d6e88465c265bd91,USDC,BNB CHAIN,Fantom,Avalanche,62122e7f9e1cf703a57a6c32,62122ebe9e1cf703a57a6c3b
67,0x81e9f4275bf6858072ef4b425f2dc28163ccd980,DAI,Avalanche,Fantom,BNB CHAIN,62123db29e1cf703a57a6e62,62123eac9e1cf703a57a6e91
68,0x193db18a5ef9a0320b7374c1fe8af976235f3211,WBTC,Fantom,Ethereum,Fantom,620f42012aaabc039b737c11,620f42a42aaabc039b737cb4
69,0x0000023cbc437683aec074e3cb75ad38ae2e87e1,USDT,Ethereum,Polygon,BNB CHAIN,620a155d854f936fad88c071,620a1604854f936fad88c07d
70,0x0000023cbc437683aec074e3cb75ad38ae2e87e1,USDT,Polygon,BNB CHAIN,Polygon,620a1604854f936fad88c07d,620a17da854f936fad88c12b
71,0x0000023cbc437683aec074e3cb75ad38ae2e87e1,USDT,BNB CHAIN,Polygon,BNB CHAIN,620a17da854f936fad88c12b,620a18b1854f936fad88c1b8
72,0x25697b4753a70a1847e12409bdf4d13a5c998c32,AVAX,Fantom,Avalanche,Fantom,620bfab2d3ea681f35ebf992,620bfcced3ea681f35ebf9f2
73,0x7365ac122eac1febc7aae228360ec9f7d18f630e,USDT,BNB CHAIN,Polygon,BNB CHAIN,620a4272854f936fad88c9d9,620a442c854f936fad88ca12
74,0x7f28d5cf229905b3b12e4054067997d2b7e670dd,BIFI,BNB CHAIN,Avalanche,BNB CHAIN,620e24e962d48eee70edf373,620e254e62d48eee70edf381
75,0xad56051bc795d88d360c4794238a11ab006e371b,DAI,Avalanche,Fantom,Ethereum,620af627854f936fad8944eb,620af778d3ea681f35ebcf5d
76,0x88adca90818e1d113f5f3eb3b3ceabdec4bd8bbd,USDT,BNB CHAIN,Avalanche,Fantom,6212d9de11d45e0a4968b0fd,6212daec11d45e0a4968b148
77,0xf19b748b71d4d92a774b890824171567425e4d81,DAI,Avalanche,Fantom,BNB CHAIN,620bd88fd3ea681f35ebf2fc,620bd911d3ea681f35ebf311
78,0x078ec83dcb4eb62015ebe71ff3506e582aca0d67,USDC,Polygon,Fantom,Avalanche,620aff6f854f936fad894690,620b098b854f936fad8947b4
79,0xb4047eb6707aa777746042ceb1d42d6ee3d7845e,USDC,Fantom,Ethereum,Avalanche,6209d6e62219a24b7e94d5c8,6209d7b52219a24b7e94d5df
80,0xa76cbd9b7d0e994266e8ca9f68df62f4e48c033c,FXS,Fantom,Ethereum,Fantom,620a1127854f936fad88bfee,620a11de854f936fad88c000
81,0xa76cbd9b7d0e994266e8ca9f68df62f4e48c033c,FXS,Ethereum,Fantom,BNB CHAIN,620a11de854f936fad88c000,620a1308854f936fad88c019
82,0xe7f76afdd0c8bf0bed701de1d4e675bd0967bcd8,MIM,BNB CHAIN,Fantom,Avalanche,620f28006e600401c2649ccc,620f287d6e600401c2649ce2
83,0x7beb48dcfc6698a32a630c8aa4291bd1c26937a7,USDC,Fantom,BNB CHAIN,Fantom,620afc5a854f936fad894615,620afd39854f936fad89463a
84,0xea9ea125ac1f5b219458d408daabeaf6103d7201,MIM,Avalanche,Fantom,BNB CHAIN,621179c59e1cf703a57a54b0,62117a409e1cf703a57a54b7
85,0xa16be2909ed0e2c65b8d5d03ac497974ab71e501,USDC,Fantom,Avalanche,BNB CHAIN,6210e07211d45e0a4967842a,6210e1f511d45e0a4967853e
86,0x16d77425a9eaeb92cd2ad10e04e54ef93c17a8cf,USDC,Fantom,Ethereum,Fantom,620d0cb3d3ea681f35ec2245,620d0e1fd3ea681f35ec2286
87,0x16d77425a9eaeb92cd2ad10e04e54ef93c17a8cf,USDC,Ethereum,Fantom,Avalanche,620d0e1fd3ea681f35ec2286,620d0e6fd3ea681f35ec2297
88,0x754662f3162d2565235d1bd56718d8d3f1016944,USDC,BNB CHAIN,Fantom,Avalanche,62096812d3ea681f35eb9646,62096850d3ea681f35eb9651
89,0x754662f3162d2565235d1bd56718d8d3f1016944,USDC,Avalanche,Fantom,BNB CHAIN,620a730ad3ea681f35ebbb8d,620a7406d3ea681f35ebbbaf
90,0x3a52c7df1bb5e70a0a13e9c9c00f258fe9da68fd,USDC,Avalanche,Fantom,BNB CHAIN,620aa630d3ea681f35ebc398,620aa69ad3ea681f35ebc39f
91,0xbe47430010c3eb40188c72e6d77ad1111abb8177,USDC,Avalanche,Fantom,Ethereum,6210a0ec9e1cf703a57a345f,6210a1a19e1cf703a57a3476
92,0x65d1152413e532350b6463c6335490a09c687871,WELT,Polygon,BNB CHAIN,Polygon,620ba16f854f936fad8970e6,620ba2ea854f936fad89712f
93,0x33d84d2a77d850b13053a1496d25cc58b145aa13,BIFI,BNB CHAIN,Fantom,BNB CHAIN,62129c1711d45e0a49689f16,62129cde9e1cf703a57a7f37
94,0x486569ab60a865855d10c48d09475bb702c6a7d5,USDC,Avalanche,Fantom,BNB CHAIN,62095e75d3ea681f35eb9464,62095eb3d3ea681f35eb9470
95,0x486569ab60a865855d10c48d09475bb702c6a7d5,USDC,BNB CHAIN,Fantom,Avalanche,620a5a77d3ea681f35ebb778,620a5af5d3ea681f35ebb786
96,0x48de880869eae3ff014260a5c2fadeb11018b495,SPELL,Ethereum,Avalanche,BNB CHAIN,620dd5313c8253c5fb8bd4ff,620dd6363c8253c5fb8bd556
97,0x48de880869eae3ff014260a5c2fadeb11018b495,SPELL,Avalanche,BNB CHAIN,Fantom,620dd6363c8253c5fb8bd556,620dd7313c8253c5fb8bd5ab
98,0xea4d7a720fbfeca7286bdd5594ca9bb127ea242f,USDT,Polygon,BNB CHAIN,Fantom,620b8461854f936fad896898,620b86c6854f936fad89694f
99,0xbd485523bb960b27c38d3f9ad47f0d3a384e69ce,BNB,Fantom,BNB CHAIN,Fantom,620c3ccdd3ea681f35ec0490,620c3dfcd3ea681f35ec04c5
100,0xcb018790c03bdfd33a82354dee4e320f1398d66f,BIFI,BNB CHAIN,Fantom,BNB CHAIN,620c76ed854f936fad89c62e,620c785ad3ea681f35ec0d86
101,0xdd7ec43863408cd689bba63260cce5926fe80c7d,USDC,Fantom,Avalanche,BNB CHAIN,6212acef11d45e0a4968a277,6212adf111d45e0a4968a2d2
102,0x5a6a74039a8af1233d899e85cab5304c63d9aae1,DAI,Avalanche,Fantom,Avalanche,620e0f7e9e7d5ed1f4f41186,620e10519e7d5ed1f4f4119e
103,0xf8a40c92fe15c40e0ea5d8470d9e4c87f5cd96cd,AVAX,Fantom,Avalanche,Fantom,620b14c2d3ea681f35ebd364,620b15f1d3ea681f35ebd38e
104,0x745b22931ef3c9c228a71a469d82ce39253f171f,USDC,Ethereum,Fantom,Avalanche,620b22d2d3ea681f35ebd54d,620b238fd3ea681f35ebd566
105,0x480bc123c37748ccd1b86541b0f8bd2388ece0a8,USDC,Avalanche,BNB CHAIN,Fantom,620e98c762d48eee70ee3da8,620e99b162d48eee70ee3e54
106,0xbb32ec6440a5047e2dc50ade3c15b2fe6cbbe355,TOMB,Fantom,Avalanche,Fantom,620d045f3c8253c5fb8b8a0e,620d05ec3c8253c5fb8b8a8b
107,0x0e7d336c61b4144f3151b9c9ca9ef4bc37c4df38,USDT,BNB CHAIN,Fantom,Avalanche,620eae8adcf15fd1a4281694,620eaf08dcf15fd1a42816a6
108,0x10905448b623c9c77ecc3c163ec93d92c00785d5,USDT,Avalanche,BNB CHAIN,Avalanche,620d06b83c8253c5fb8b8aac,620d07693c8253c5fb8b8acf
109,0xe778ef6cabad3b6f8578680f5f663e8548697193,USDC,Avalanche,Fantom,BNB CHAIN,6211484f9e1cf703a57a4d96,621149099e1cf703a57a4dac
110,0x64bcd4a4b747dba204188029ab48aa1d65c07af9,USDC,Avalanche,Fantom,BNB CHAIN,62127f179e1cf703a57a7a93,62127f589e1cf703a57a7a99
111,0x8bf5c62fe0a6363e8030afb8a81a41004a0bdf97,MIM,Avalanche,Fantom,BNB CHAIN,6212788b9e1cf703a57a797d,621279c39e1cf703a57a79a8
112,0xb0cc628e34664bc308961f16414ff94ba3f6f154,FTM,BNB CHAIN,Ethereum,BNB CHAIN,6212766a11d45e0a496897ff,6212776b11d45e0a4968982a
113,0xb0cc628e34664bc308961f16414ff94ba3f6f154,FTM,Ethereum,BNB CHAIN,Fantom,6212776b11d45e0a4968982a,621277fe11d45e0a49689852
114,0x543a5ec6989963ea6d146eca6b7eeabaa5cff94a,USDT,Avalanche,Fantom,Avalanche,620ce4ded3ea681f35ec1be9,620ce599d3ea681f35ec1c05
115,0xccf00d42bdea5fff0b46dd18a5e23fc8ac85a4aa,USDT,Avalanche,Fantom,BNB CHAIN,620baacbd3ea681f35ebea1d,620bab49d3ea681f35ebea2e
116,0x98923f41e72e760d3c3c0904707112aa4e7e5098,USDC,BNB CHAIN,Fantom,Avalanche,620b6006d3ea681f35ebdd9a,620b60ffd3ea681f35ebddbf
117,0x63fd9f54b80e646e91c91d646a12681b3f361445,USDC,Avalanche,Fantom,BNB CHAIN,62111e5b9e1cf703a57a469e,62111e999e1cf703a57a46aa
118,0xfea4a07f89274ae04e52466df2fd71223ad89acf,DAI,Avalanche,Fantom,BNB CHAIN,62126c589e1cf703a57a778f,62126c589e1cf703a57a7797
119,0x83f339dea0fd99ac6529a3a64ea48c12cbffd8de,USDC,BNB CHAIN,Fantom,BNB CHAIN,620f414b9e1cf703a57a0415,620f42519e1cf703a57a043f
120,0x4e2be742c076f7e0a86192a25151c2bbeba0386f,DAI,BNB CHAIN,Avalanche,BNB CHAIN,62125dc911d45e0a49689288,62125e8b11d45e0a496892a5
121,0x4e2be742c076f7e0a86192a25151c2bbeba0386f,DAI,Avalanche,BNB CHAIN,Avalanche,62125e8b11d45e0a496892a5,62125f4711d45e0a496892ee
122,0xf5c065e3b275ab0452661b27aa77e60c7a72cb8c,BNB,Avalanche,BNB CHAIN,Fantom,620af5d4d3ea681f35ebcf24,620af6ae854f936fad8944f7
123,0x64ad5067a44c5b777b2e2ae2c255c5b1976bb132,MIM,Ethereum,Avalanche,Fantom,620d06ebd3ea681f35ec2125,620d07a7d3ea681f35ec2148
124,0xc191e023e1dd7e4d61efe25c19cc9f11ee23a4e1,USDC,Avalanche,Fantom,Ethereum,6209fc77d3ea681f35ebab60,6209fd62d3ea681f35ebab77
125,0x14f3f8548774a4149b2f0ee15d7d221f1aea959a,MIM,Fantom,Ethereum,Avalanche,620c4f56d3ea681f35ec0734,620c5011854f936fad89b097
126,0x3f6b4356e51c99bf5eb203af8f3ebb8711f6f961,USDC,BNB CHAIN,Fantom,Avalanche,621002429e1cf703a57a219a,621002be9e1cf703a57a21a8
127,0x37cd17512cb0386556e00255cbfef37f85ee8353,USDC,Avalanche,Ethereum,Fantom,620d04c63c8253c5fb8b8a2b,620d05753c8253c5fb8b8a71
128,0xcd812016b15e1937e281b7b7b1f1654e54cc0818,ETH,BNB CHAIN,Fantom,Polygon,621233b09e1cf703a57a6ce2,621232b59e1cf703a57a6cc3
129,0x96b051eeb575520942a3fcbce6e53d5c2b0812ca,USDC,Polygon,Fantom,Avalanche,62098ec9d3ea681f35eb9cac,62098f46d3ea681f35eb9cbb
130,0x41d78651428dcd28053de79513c7df9fab6225e2,USDC,Avalanche,Polygon,BNB CHAIN,620a957b854f936fad88eb49,620a96ad854f936fad88ec3f
131,0x61eaf25523a044de3fac6d339d7683cf932612e2,BNB,BNB CHAIN,Fantom,BNB CHAIN,621172019e1cf703a57a53aa,621172019e1cf703a57a53ab
132,0xc895e0889833ff0f368a0b501328fe9731b45f28,USDC,Avalanche,BNB CHAIN,Fantom,620f9eaa11d45e0a4966fecf,620f9f6211d45e0a4966fee8
133,0x0b368fbdcf7e0042614af02b446e11061fd93084,MIM,Avalanche,Fantom,BNB CHAIN,620fb8e09e1cf703a57a1511,620fb91e9e1cf703a57a151a
134,0xe9e3e67d02bf6ffe167d7de17909ff931f99949a,USDC,BNB CHAIN,Fantom,Polygon,620a70b3d3ea681f35ebbb1c,620a70b3d3ea681f35ebbb1a
135,0x6de0f22113cd79b144fa751a988c271de27f6ee1,USDC,Fantom,BNB CHAIN,Fantom,620f719b11d45e0a4966f2b1,620f726111d45e0a4966f2f0
136,0x6ec54a0af77f1b18269b20f8c46043a285fbfd35,MIM,Avalanche,Fantom,Avalanche,620b8ee7d3ea681f35ebe579,620b8f63d3ea681f35ebe588
137,0xd4756824e38d2d08938e26fb46aa3dde1826d922,USDC,Ethereum,Fantom,Avalanche,620c637cd3ea681f35ec0a69,620c6471d3ea681f35ec0a94
138,0xfda276dd36f4db76b7ba7a533b65d477e798f2bd,NFTY,BNB CHAIN,Ethereum,BNB CHAIN,620b822d854f936fad896812,620b832c854f936fad896855
139,0x172a90b4197c5bb1babd806b9bf1e6cff25d56a3,BNB,Avalanche,BNB CHAIN,Fantom,620b3a42d3ea681f35ebd8a0,620b3ba3854f936fad894fcb
140,0xfbc20f6e39310d5b7ddb172246c0d514c59d8c66,USDC,Ethereum,Fantom,Avalanche,62096ed9d3ea681f35eb9768,62096f98d3ea681f35eb9793
141,0x0f11e07b35700ab3aff44228136757e59ad6d404,USDT,BNB CHAIN,Fantom,Avalanche,620daf6ad3ea681f35ec3da9,620dafead3ea681f35ec3db3
142,0xd5f6fb71d62b2c58aafcde8a4c3c3c404433e3e4,USDT,Fantom,Avalanche,BNB CHAIN,62115ec89e1cf703a57a50c4,6211974511d45e0a4968366d
143,0x80b5f716b6ee1fd2637863d9fb8715adb7d15fee,MIM,Avalanche,BNB CHAIN,Fantom,620a697e854f936fad88d3d2,620a69dc854f936fad88d3ec
144,0x4a8adfc511f800df904b0536354c4038dd3bb74a,USDT,Polygon,Fantom,Ethereum,620ad637d3ea681f35ebcad9,620ad505d3ea681f35ebcaa5
145,0x8b457173d22c19ff299cf3d7c64b17354afea8cb,USDC,Polygon,BNB CHAIN,Fantom,62095af32219a24b7e94bec4,62095c8a2219a24b7e94bf45
146,0x63d1277b25710bfeb1e95085262f365a5cc8dfaf,USDC,Polygon,Fantom,Avalanche,6209199bd3ea681f35eb8872,62091a7bd3ea681f35eb88a2
147,0x48e3b6a1fcbceaf45092545e9077a3e2c0e4bb14,USDT,Avalanche,Fantom,BNB CHAIN,6209933cd3ea681f35eb9d59,620993f7d3ea681f35eb9d75
148,0x9a4a4a986b4a553e7dc78044a88a702351cc66b1,AVAX,Avalanche,Fantom,Avalanche,620fd9cb11d45e0a49671962,620fdade9e1cf703a57a1b61
149,0x9a4a4a986b4a553e7dc78044a88a702351cc66b1,USDC,BNB CHAIN,Fantom,Avalanche,620bab86d3ea681f35ebea3a,620babc5d3ea681f35ebea40
150,0x3abe7b741708f9fe0fd7b838a083729c1fd61b57,BNB,BNB CHAIN,Fantom,BNB CHAIN,62093a9cd3ea681f35eb8de2,62093b86d3ea681f35eb8e11
151,0xaa6170af3ff199ce47ff92089a1d5c5f7d5a636b,USDC,Avalanche,Fantom,BNB CHAIN,620dd530d3ea681f35ec4294,620dd5f6d3ea681f35ec42ac
152,0x554156e0c12da1db3cedab58d60dc314e2f082de,USDC,BNB CHAIN,Fantom,Avalanche,620be69ad3ea681f35ebf5d6,620be6ddd3ea681f35ebf5e8
153,0x90498570d0aa0cc09f6d73b7d226aa540bef0086,USDC,BNB CHAIN,Fantom,Avalanche,620a76ddd3ea681f35ebbc28,620a771bd3ea681f35ebbc30
154,0xefed8f917369f732084b6ada9c40339d1b4448d2,USDC,Ethereum,Fantom,Avalanche,620de33edcf15fd1a427f8b1,620de3f9dcf15fd1a427f8c3
155,0x27f20a056c8b641769cc89b6c7a8ffbbf08a9647,DAI,Avalanche,Fantom,BNB CHAIN,620c6cafd3ea681f35ec0bae,620c6d15d3ea681f35ec0bbe
156,0x16ccd2a1346978e27fdcbda43569e251c4227341,FTM,Ethereum,Fantom,Ethereum,62111a9a9e1cf703a57a45f9,62111b0c9e1cf703a57a460f
