,Addresses,Token,Blockchain_1,Blockchain_2,Blockchain_3,Blockchain_4,Blockchain_5,TxID_1,TxID_2,TxID_3,TxID_4
13,0x054ea27e7212c1a8d738d63ba16bb5e77554448c,USDC,BNB CHAIN,Fantom,Avalanche,Fantom,BNB CHAIN,6211803f11d45e0a49681396,621163a111d45e0a4967eb6b,62119ad211d45e0a49683a7d,6211b47d11d45e0a4968596c
14,0x2fc092eb640b78bf990e232c8beb6b83d903da96,USDC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,620f941811d45e0a4966fc46,620f98a711d45e0a4966fd4d,620f9fb411d45e0a4966fef6,620fa13e11d45e0a4966ff56
15,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,USDC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,62099e7f2219a24b7e94ca75,6209a00c2219a24b7e94cb02,6209a1bb2219a24b7e94cb90,6209a3ce2219a24b7e94cc86
16,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,USDC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,620b5de7854f936fad895d64,620b6000854f936fad895eb9,620b618c854f936fad895f8d,620b6357854f936fad896077
17,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,USDC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,620c5732854f936fad89b3b0,620c5986854f936fad89b53f,620c5c91854f936fad89b774,620c5e47854f936fad89b90d
18,0x12c759a7d404931d9b02212f36e33a70d2bbe4aa,DAI,Avalanche,Polygon,Avalanche,Polygon,BNB CHAIN,620c182b854f936fad899ae0,620c1b5b854f936fad899c03,620c1f10854f936fad899d01,620c2289854f936fad899dfd
19,0xbc2f84903bf44896998ec70e5923ca368433574c,USDC,Fantom,Avalanche,Fantom,Avalanche,Polygon,620e753a62d48eee70ee279b,620e76a262d48eee70ee295a,620e775c62d48eee70ee2a41,620e796862d48eee70ee2c8e
20,0x27878afd9e691936d71cc660b0a809ac1fa4ef89,USDC,Fantom,BNB CHAIN,Avalanche,BNB CHAIN,Fantom,620baa80854f936fad89738c,620baab7854f936fad8973a9,620bb29b854f936fad89763d,620bbbb3854f936fad897b30
21,0x00cf291c713f204b1ac03f86a8ed5d11acb4fb7a,USDC,Ethereum,Fantom,Avalanche,BNB CHAIN,Fantom,620e5bbcdcf15fd1a4280896,620e5d1462d48eee70ee0afc,620e5e7562d48eee70ee0c7a,620e6fa362d48eee70ee20d6
22,0xbbf1534683379cb7208a18eebf8d20f477d4b0b9,ETH,BNB CHAIN,Ethereum,BNB CHAIN,Ethereum,BNB CHAIN,62093803d3ea681f35eb8d72,620943402219a24b7e94b9ab,62095bdcd3ea681f35eb93cc,620976a02219a24b7e94c472
23,0xbbf1534683379cb7208a18eebf8d20f477d4b0b9,ETH,Ethereum,BNB CHAIN,Ethereum,BNB CHAIN,Ethereum,620943402219a24b7e94b9ab,62095bdcd3ea681f35eb93cc,620976a02219a24b7e94c472,6209828bd3ea681f35eb9aad
